,id_,institution,post,domaine
1,9599,Plan International-Haiti,Administration Coordinator,"Management/Gestion, Finance, Comptabilité et Commerce"
2,10569,HSI,Gestionnaire,"Management/Gestion, Finance, Comptabilité et Commerce"
3,10566,CDS,"Médecin en Soins, Terrier Rouge",Santé et Professions médicales
4,10560,Secteur prive,Manager,"Tourisme, Hôtellerie et Restauration"
5,10540,Caritas Suisse,Logisticien/ne,Transport et Logistique
6,10539,Caritas Suisse,Administrateur/trice-Comptable,"Management/Gestion, Finance, Comptabilité et Commerce"
7,10541,Caritas Suisse,Technicien/ne Agricole,Agriculture – Agroalimentaire
8,10561,Secteur prive,Responsable Ressources Humaines,"Management/Gestion, Finance, Comptabilité et Commerce"
9,10548,Save the Children en Haiti,Research and M&E Assistant,Sciences Humaines et Sociales
10,10549,PADF/HAITI,Counter-Trafficking in Persons and Deinstitutionalization,Sciences Humaines et Sociales
11,10550,PADF/HAITI,Chief of Party,Sciences économiques et politiques
12,10551,PADF/HAITI,Deputy Chief of Party,Sciences Humaines et Sociales
13,10555,OHMaSS (PSI-Haïti),Infirmière-Conseillère  (attaché à l’équipe de dépistage mobile du VIH ),Santé et Professions médicales
14,10556,OHMaSS (PSI-Haïti),Technicien(ne) de Laboratoire  (attaché(e) à l’équipe de dépistage mobile du VIH),Santé et Professions médicales
15,10557,OHMaSS (PSI-Haïti),Chauffeur (e)  (attaché(e) à l’équipe de dépistage mobile du VIH ),Transport et Logistique
16,10532,MARNDR/PITAG,Spécialistes Techniques d’Antennes Départementales,Agriculture – Agroalimentaire
17,10543,Mercy Corps Haiti,Officier(e) de Développement Economique,"Management/Gestion, Finance, Comptabilité et Commerce"
18,10544,Mercy Corps Haiti,Officier(e) d'administration des subventions,"Management/Gestion, Finance, Comptabilité et Commerce"
19,10482,Gildan Activewear,Coordonnateur (trice) Financier (ère),"Management/Gestion, Finance, Comptabilité et Commerce"
20,10483,NCBA CLUSA,Spécialiste - Gestion de Campagnes Marketing,Agriculture – Agroalimentaire
21,10531,MARNDR/PITAG,Responsables d’Antennes Départementales,Agriculture – Agroalimentaire
22,10542,FHI/Humanité & Inclusion_ HI,Technicien (ne) IT,Sciences Informatiques
23,10515,Save the Children en Haiti,Family and Community Support Care Assistant,Sciences Humaines et Sociales
24,10470,Taino Aqua Ferme S.A.,Senior Sales Person,Agriculture – Agroalimentaire
25,10558,KF,Médecin Généraliste,Santé et Professions médicales
26,10545,GOAL Haiti,Finance Officer,"Management/Gestion, Finance, Comptabilité et Commerce"
27,10546,GOAL Haiti,Logistics Admin/Finance Officer,"Management/Gestion, Finance, Comptabilité et Commerce"
28,10519,Gèrye Jwa/Life is Good Playmakers-Ayiti,Formatrice & Gestionnaire de données,Sciences Humaines et Sociales
29,10461,InnovEd-UniQ,Deputy Project Manager,Sciences de l’Education
30,10464,CEMEX HAITI,Responsable de la Securité Industrielle,Sciences de l’Ingénieur
31,10465,Secteur prive,Responsable de Vente,Marketing
32,10505,Save the Children en Haiti,Sponsor Servicing Communication Officer,Communication et Journalisme
33,10552,J/P HRO,Facilitateur Communautaire,"Architecture, Urbanisme et Aménagement du territoire"
34,10553,J/P HRO,Superviseur de Sites,"Architecture, Urbanisme et Aménagement du territoire"
35,10523,CDS,Médecins en Soins,Santé et Professions médicales
36,10524,CDS,Infirmière en Soins,Santé et Professions médicales
37,10525,CDS,Travailleur Social,Sciences Humaines et Sociales
38,10526,CDS,Disease Reporting Officer (DRO),Sciences Informatiques
39,10506,USAID|Haiti/AVANSE,Monitoring & Evaluation (M&E) Specialist,Sciences Humaines et Sociales
40,10496,Save the Children en Haiti,National Education Coordinator,Sciences de l’Education
41,10497,Save the Children en Haiti,National Health Coordinator,Santé et Professions médicales
42,10498,ACOSME NORD,Comptable/Administrateur,"Management/Gestion, Finance, Comptabilité et Commerce"
43,10499,ACOSME NORD,Conseiller/ère en Ressources Humaines/ Développement Organisationnel,"Management/Gestion, Finance, Comptabilité et Commerce"
44,10500,OHMaSS (PSI-Haïti),Officier de Programmes-Maverick,"Management/Gestion, Finance, Comptabilité et Commerce"
45,10501,PNUD Haiti,Associé (e)  à l'administration ONU FEMMES/Republication,"Management/Gestion, Finance, Comptabilité et Commerce"
46,10520,CFET S.A.,Directeur(rice) des Opérations,"Management/Gestion, Finance, Comptabilité et Commerce"
47,10521,HELP,Consultant-Encadreur pour travaux de fin d’études (CETFE),Sciences de l’Education
48,10491,PNUD Haiti,Mobilisateurs Communautaires ( 2 postes),Sciences Humaines et Sociales
0,10570,PRODEV,Assistant(e) MEAL,Sciences de l’Education
1,9599,Plan International-Haiti,Administration Coordinator,"Management/Gestion, Finance, Comptabilité et Commerce"
2,10569,HSI,Gestionnaire,"Management/Gestion, Finance, Comptabilité et Commerce"
3,10566,CDS,"Médecin en Soins, Terrier Rouge",Santé et Professions médicales
4,10560,Secteur prive,Manager,"Tourisme, Hôtellerie et Restauration"
5,10540,Caritas Suisse,Logisticien/ne,Transport et Logistique
6,10539,Caritas Suisse,Administrateur/trice-Comptable,"Management/Gestion, Finance, Comptabilité et Commerce"
7,10541,Caritas Suisse,Technicien/ne Agricole,Agriculture – Agroalimentaire
8,10561,Secteur prive,Responsable Ressources Humaines,"Management/Gestion, Finance, Comptabilité et Commerce"
9,10548,Save the Children en Haiti,Research and M&E Assistant,Sciences Humaines et Sociales
10,10549,PADF/HAITI,Counter-Trafficking in Persons and Deinstitutionalization,Sciences Humaines et Sociales
11,10550,PADF/HAITI,Chief of Party,Sciences économiques et politiques
12,10551,PADF/HAITI,Deputy Chief of Party,Sciences Humaines et Sociales
13,10555,OHMaSS (PSI-Haïti),Infirmière-Conseillère  (attaché à l’équipe de dépistage mobile du VIH ),Santé et Professions médicales
14,10556,OHMaSS (PSI-Haïti),Technicien(ne) de Laboratoire  (attaché(e) à l’équipe de dépistage mobile du VIH),Santé et Professions médicales
15,10557,OHMaSS (PSI-Haïti),Chauffeur (e)  (attaché(e) à l’équipe de dépistage mobile du VIH ),Transport et Logistique
16,10532,MARNDR/PITAG,Spécialistes Techniques d’Antennes Départementales,Agriculture – Agroalimentaire
17,10543,Mercy Corps Haiti,Officier(e) de Développement Economique,"Management/Gestion, Finance, Comptabilité et Commerce"
18,10544,Mercy Corps Haiti,Officier(e) d'administration des subventions,"Management/Gestion, Finance, Comptabilité et Commerce"
19,10482,Gildan Activewear,Coordonnateur (trice) Financier (ère),"Management/Gestion, Finance, Comptabilité et Commerce"
20,10483,NCBA CLUSA,Spécialiste - Gestion de Campagnes Marketing,Agriculture – Agroalimentaire
21,10531,MARNDR/PITAG,Responsables d’Antennes Départementales,Agriculture – Agroalimentaire
22,10542,FHI/Humanité & Inclusion_ HI,Technicien (ne) IT,Sciences Informatiques
23,10515,Save the Children en Haiti,Family and Community Support Care Assistant,Sciences Humaines et Sociales
24,10470,Taino Aqua Ferme S.A.,Senior Sales Person,Agriculture – Agroalimentaire
25,10558,KF,Médecin Généraliste,Santé et Professions médicales
26,10545,GOAL Haiti,Finance Officer,"Management/Gestion, Finance, Comptabilité et Commerce"
27,10546,GOAL Haiti,Logistics Admin/Finance Officer,"Management/Gestion, Finance, Comptabilité et Commerce"
28,10519,Gèrye Jwa/Life is Good Playmakers-Ayiti,Formatrice & Gestionnaire de données,Sciences Humaines et Sociales
29,10461,InnovEd-UniQ,Deputy Project Manager,Sciences de l’Education
30,10464,CEMEX HAITI,Responsable de la Securité Industrielle,Sciences de l’Ingénieur
31,10465,Secteur prive,Responsable de Vente,Marketing
32,10505,Save the Children en Haiti,Sponsor Servicing Communication Officer,Communication et Journalisme
33,10552,J/P HRO,Facilitateur Communautaire,"Architecture, Urbanisme et Aménagement du territoire"
34,10553,J/P HRO,Superviseur de Sites,"Architecture, Urbanisme et Aménagement du territoire"
35,10523,CDS,Médecins en Soins,Santé et Professions médicales
36,10524,CDS,Infirmière en Soins,Santé et Professions médicales
37,10525,CDS,Travailleur Social,Sciences Humaines et Sociales
38,10526,CDS,Disease Reporting Officer (DRO),Sciences Informatiques
39,10506,USAID|Haiti/AVANSE,Monitoring & Evaluation (M&E) Specialist,Sciences Humaines et Sociales
40,10496,Save the Children en Haiti,National Education Coordinator,Sciences de l’Education
41,10497,Save the Children en Haiti,National Health Coordinator,Santé et Professions médicales
42,10498,ACOSME NORD,Comptable/Administrateur,"Management/Gestion, Finance, Comptabilité et Commerce"
43,10499,ACOSME NORD,Conseiller/ère en Ressources Humaines/ Développement Organisationnel,"Management/Gestion, Finance, Comptabilité et Commerce"
44,10500,OHMaSS (PSI-Haïti),Officier de Programmes-Maverick,"Management/Gestion, Finance, Comptabilité et Commerce"
45,10501,PNUD Haiti,Associé (e)  à l'administration ONU FEMMES/Republication,"Management/Gestion, Finance, Comptabilité et Commerce"
46,10520,CFET S.A.,Directeur(rice) des Opérations,"Management/Gestion, Finance, Comptabilité et Commerce"
47,10521,HELP,Consultant-Encadreur pour travaux de fin d’études (CETFE),Sciences de l’Education
48,10491,PNUD Haiti,Mobilisateurs Communautaires ( 2 postes),Sciences Humaines et Sociales
0,10570,PRODEV,Assistant(e) MEAL,Sciences de l’Education
1,9599,Plan International-Haiti,Administration Coordinator,"Management/Gestion, Finance, Comptabilité et Commerce"
2,10569,HSI,Gestionnaire,"Management/Gestion, Finance, Comptabilité et Commerce"
3,10566,CDS,"Médecin en Soins, Terrier Rouge",Santé et Professions médicales
4,10560,Secteur prive,Manager,"Tourisme, Hôtellerie et Restauration"
5,10540,Caritas Suisse,Logisticien/ne,Transport et Logistique
6,10539,Caritas Suisse,Administrateur/trice-Comptable,"Management/Gestion, Finance, Comptabilité et Commerce"
7,10541,Caritas Suisse,Technicien/ne Agricole,Agriculture – Agroalimentaire
8,10561,Secteur prive,Responsable Ressources Humaines,"Management/Gestion, Finance, Comptabilité et Commerce"
9,10548,Save the Children en Haiti,Research and M&E Assistant,Sciences Humaines et Sociales
10,10549,PADF/HAITI,Counter-Trafficking in Persons and Deinstitutionalization,Sciences Humaines et Sociales
11,10550,PADF/HAITI,Chief of Party,Sciences économiques et politiques
12,10551,PADF/HAITI,Deputy Chief of Party,Sciences Humaines et Sociales
13,10555,OHMaSS (PSI-Haïti),Infirmière-Conseillère  (attaché à l’équipe de dépistage mobile du VIH ),Santé et Professions médicales
14,10556,OHMaSS (PSI-Haïti),Technicien(ne) de Laboratoire  (attaché(e) à l’équipe de dépistage mobile du VIH),Santé et Professions médicales
15,10557,OHMaSS (PSI-Haïti),Chauffeur (e)  (attaché(e) à l’équipe de dépistage mobile du VIH ),Transport et Logistique
16,10532,MARNDR/PITAG,Spécialistes Techniques d’Antennes Départementales,Agriculture – Agroalimentaire
17,10543,Mercy Corps Haiti,Officier(e) de Développement Economique,"Management/Gestion, Finance, Comptabilité et Commerce"
18,10544,Mercy Corps Haiti,Officier(e) d'administration des subventions,"Management/Gestion, Finance, Comptabilité et Commerce"
19,10482,Gildan Activewear,Coordonnateur (trice) Financier (ère),"Management/Gestion, Finance, Comptabilité et Commerce"
20,10483,NCBA CLUSA,Spécialiste - Gestion de Campagnes Marketing,Agriculture – Agroalimentaire
21,10531,MARNDR/PITAG,Responsables d’Antennes Départementales,Agriculture – Agroalimentaire
22,10542,FHI/Humanité & Inclusion_ HI,Technicien (ne) IT,Sciences Informatiques
23,10515,Save the Children en Haiti,Family and Community Support Care Assistant,Sciences Humaines et Sociales
24,10470,Taino Aqua Ferme S.A.,Senior Sales Person,Agriculture – Agroalimentaire
25,10558,KF,Médecin Généraliste,Santé et Professions médicales
26,10545,GOAL Haiti,Finance Officer,"Management/Gestion, Finance, Comptabilité et Commerce"
27,10546,GOAL Haiti,Logistics Admin/Finance Officer,"Management/Gestion, Finance, Comptabilité et Commerce"
28,10519,Gèrye Jwa/Life is Good Playmakers-Ayiti,Formatrice & Gestionnaire de données,Sciences Humaines et Sociales
29,10461,InnovEd-UniQ,Deputy Project Manager,Sciences de l’Education
30,10464,CEMEX HAITI,Responsable de la Securité Industrielle,Sciences de l’Ingénieur
31,10465,Secteur prive,Responsable de Vente,Marketing
32,10505,Save the Children en Haiti,Sponsor Servicing Communication Officer,Communication et Journalisme
33,10552,J/P HRO,Facilitateur Communautaire,"Architecture, Urbanisme et Aménagement du territoire"
34,10553,J/P HRO,Superviseur de Sites,"Architecture, Urbanisme et Aménagement du territoire"
35,10523,CDS,Médecins en Soins,Santé et Professions médicales
36,10524,CDS,Infirmière en Soins,Santé et Professions médicales
37,10525,CDS,Travailleur Social,Sciences Humaines et Sociales
38,10526,CDS,Disease Reporting Officer (DRO),Sciences Informatiques
39,10506,USAID|Haiti/AVANSE,Monitoring & Evaluation (M&E) Specialist,Sciences Humaines et Sociales
40,10496,Save the Children en Haiti,National Education Coordinator,Sciences de l’Education
41,10497,Save the Children en Haiti,National Health Coordinator,Santé et Professions médicales
42,10498,ACOSME NORD,Comptable/Administrateur,"Management/Gestion, Finance, Comptabilité et Commerce"
43,10499,ACOSME NORD,Conseiller/ère en Ressources Humaines/ Développement Organisationnel,"Management/Gestion, Finance, Comptabilité et Commerce"
44,10500,OHMaSS (PSI-Haïti),Officier de Programmes-Maverick,"Management/Gestion, Finance, Comptabilité et Commerce"
45,10501,PNUD Haiti,Associé (e)  à l'administration ONU FEMMES/Republication,"Management/Gestion, Finance, Comptabilité et Commerce"
46,10520,CFET S.A.,Directeur(rice) des Opérations,"Management/Gestion, Finance, Comptabilité et Commerce"
47,10521,HELP,Consultant-Encadreur pour travaux de fin d’études (CETFE),Sciences de l’Education
48,10491,PNUD Haiti,Mobilisateurs Communautaires ( 2 postes),Sciences Humaines et Sociales
0,10570,PRODEV,Assistant(e) MEAL,Sciences de l’Education
1,9599,Plan International-Haiti,Administration Coordinator,"Management/Gestion, Finance, Comptabilité et Commerce"
2,10569,HSI,Gestionnaire,"Management/Gestion, Finance, Comptabilité et Commerce"
3,10566,CDS,"Médecin en Soins, Terrier Rouge",Santé et Professions médicales
4,10560,Secteur prive,Manager,"Tourisme, Hôtellerie et Restauration"
5,10540,Caritas Suisse,Logisticien/ne,Transport et Logistique
6,10539,Caritas Suisse,Administrateur/trice-Comptable,"Management/Gestion, Finance, Comptabilité et Commerce"
7,10541,Caritas Suisse,Technicien/ne Agricole,Agriculture – Agroalimentaire
8,10561,Secteur prive,Responsable Ressources Humaines,"Management/Gestion, Finance, Comptabilité et Commerce"
9,10548,Save the Children en Haiti,Research and M&E Assistant,Sciences Humaines et Sociales
10,10549,PADF/HAITI,Counter-Trafficking in Persons and Deinstitutionalization,Sciences Humaines et Sociales
11,10550,PADF/HAITI,Chief of Party,Sciences économiques et politiques
12,10551,PADF/HAITI,Deputy Chief of Party,Sciences Humaines et Sociales
13,10555,OHMaSS (PSI-Haïti),Infirmière-Conseillère  (attaché à l’équipe de dépistage mobile du VIH ),Santé et Professions médicales
14,10556,OHMaSS (PSI-Haïti),Technicien(ne) de Laboratoire  (attaché(e) à l’équipe de dépistage mobile du VIH),Santé et Professions médicales
15,10557,OHMaSS (PSI-Haïti),Chauffeur (e)  (attaché(e) à l’équipe de dépistage mobile du VIH ),Transport et Logistique
16,10532,MARNDR/PITAG,Spécialistes Techniques d’Antennes Départementales,Agriculture – Agroalimentaire
17,10543,Mercy Corps Haiti,Officier(e) de Développement Economique,"Management/Gestion, Finance, Comptabilité et Commerce"
18,10544,Mercy Corps Haiti,Officier(e) d'administration des subventions,"Management/Gestion, Finance, Comptabilité et Commerce"
19,10482,Gildan Activewear,Coordonnateur (trice) Financier (ère),"Management/Gestion, Finance, Comptabilité et Commerce"
20,10483,NCBA CLUSA,Spécialiste - Gestion de Campagnes Marketing,Agriculture – Agroalimentaire
21,10531,MARNDR/PITAG,Responsables d’Antennes Départementales,Agriculture – Agroalimentaire
22,10542,FHI/Humanité & Inclusion_ HI,Technicien (ne) IT,Sciences Informatiques
23,10515,Save the Children en Haiti,Family and Community Support Care Assistant,Sciences Humaines et Sociales
24,10470,Taino Aqua Ferme S.A.,Senior Sales Person,Agriculture – Agroalimentaire
25,10558,KF,Médecin Généraliste,Santé et Professions médicales
26,10545,GOAL Haiti,Finance Officer,"Management/Gestion, Finance, Comptabilité et Commerce"
27,10546,GOAL Haiti,Logistics Admin/Finance Officer,"Management/Gestion, Finance, Comptabilité et Commerce"
28,10519,Gèrye Jwa/Life is Good Playmakers-Ayiti,Formatrice & Gestionnaire de données,Sciences Humaines et Sociales
29,10461,InnovEd-UniQ,Deputy Project Manager,Sciences de l’Education
30,10464,CEMEX HAITI,Responsable de la Securité Industrielle,Sciences de l’Ingénieur
31,10465,Secteur prive,Responsable de Vente,Marketing
32,10505,Save the Children en Haiti,Sponsor Servicing Communication Officer,Communication et Journalisme
33,10552,J/P HRO,Facilitateur Communautaire,"Architecture, Urbanisme et Aménagement du territoire"
34,10553,J/P HRO,Superviseur de Sites,"Architecture, Urbanisme et Aménagement du territoire"
35,10523,CDS,Médecins en Soins,Santé et Professions médicales
36,10524,CDS,Infirmière en Soins,Santé et Professions médicales
37,10525,CDS,Travailleur Social,Sciences Humaines et Sociales
38,10526,CDS,Disease Reporting Officer (DRO),Sciences Informatiques
39,10506,USAID|Haiti/AVANSE,Monitoring & Evaluation (M&E) Specialist,Sciences Humaines et Sociales
40,10496,Save the Children en Haiti,National Education Coordinator,Sciences de l’Education
41,10497,Save the Children en Haiti,National Health Coordinator,Santé et Professions médicales
42,10498,ACOSME NORD,Comptable/Administrateur,"Management/Gestion, Finance, Comptabilité et Commerce"
43,10499,ACOSME NORD,Conseiller/ère en Ressources Humaines/ Développement Organisationnel,"Management/Gestion, Finance, Comptabilité et Commerce"
44,10500,OHMaSS (PSI-Haïti),Officier de Programmes-Maverick,"Management/Gestion, Finance, Comptabilité et Commerce"
45,10501,PNUD Haiti,Associé (e)  à l'administration ONU FEMMES/Republication,"Management/Gestion, Finance, Comptabilité et Commerce"
46,10520,CFET S.A.,Directeur(rice) des Opérations,"Management/Gestion, Finance, Comptabilité et Commerce"
47,10521,HELP,Consultant-Encadreur pour travaux de fin d’études (CETFE),Sciences de l’Education
48,10491,PNUD Haiti,Mobilisateurs Communautaires ( 2 postes),Sciences Humaines et Sociales
0,10570,PRODEV,Assistant(e) MEAL,Sciences de l’Education
1,9599,Plan International-Haiti,Administration Coordinator,"Management/Gestion, Finance, Comptabilité et Commerce"
2,10569,HSI,Gestionnaire,"Management/Gestion, Finance, Comptabilité et Commerce"
3,10566,CDS,"Médecin en Soins, Terrier Rouge",Santé et Professions médicales
4,10560,Secteur prive,Manager,"Tourisme, Hôtellerie et Restauration"
5,10540,Caritas Suisse,Logisticien/ne,Transport et Logistique
6,10539,Caritas Suisse,Administrateur/trice-Comptable,"Management/Gestion, Finance, Comptabilité et Commerce"
7,10541,Caritas Suisse,Technicien/ne Agricole,Agriculture – Agroalimentaire
8,10561,Secteur prive,Responsable Ressources Humaines,"Management/Gestion, Finance, Comptabilité et Commerce"
9,10548,Save the Children en Haiti,Research and M&E Assistant,Sciences Humaines et Sociales
10,10549,PADF/HAITI,Counter-Trafficking in Persons and Deinstitutionalization,Sciences Humaines et Sociales
11,10550,PADF/HAITI,Chief of Party,Sciences économiques et politiques
12,10551,PADF/HAITI,Deputy Chief of Party,Sciences Humaines et Sociales
13,10555,OHMaSS (PSI-Haïti),Infirmière-Conseillère  (attaché à l’équipe de dépistage mobile du VIH ),Santé et Professions médicales
14,10556,OHMaSS (PSI-Haïti),Technicien(ne) de Laboratoire  (attaché(e) à l’équipe de dépistage mobile du VIH),Santé et Professions médicales
15,10557,OHMaSS (PSI-Haïti),Chauffeur (e)  (attaché(e) à l’équipe de dépistage mobile du VIH ),Transport et Logistique
16,10532,MARNDR/PITAG,Spécialistes Techniques d’Antennes Départementales,Agriculture – Agroalimentaire
17,10543,Mercy Corps Haiti,Officier(e) de Développement Economique,"Management/Gestion, Finance, Comptabilité et Commerce"
18,10544,Mercy Corps Haiti,Officier(e) d'administration des subventions,"Management/Gestion, Finance, Comptabilité et Commerce"
19,10482,Gildan Activewear,Coordonnateur (trice) Financier (ère),"Management/Gestion, Finance, Comptabilité et Commerce"
20,10483,NCBA CLUSA,Spécialiste - Gestion de Campagnes Marketing,Agriculture – Agroalimentaire
21,10531,MARNDR/PITAG,Responsables d’Antennes Départementales,Agriculture – Agroalimentaire
22,10542,FHI/Humanité & Inclusion_ HI,Technicien (ne) IT,Sciences Informatiques
23,10515,Save the Children en Haiti,Family and Community Support Care Assistant,Sciences Humaines et Sociales
24,10470,Taino Aqua Ferme S.A.,Senior Sales Person,Agriculture – Agroalimentaire
25,10558,KF,Médecin Généraliste,Santé et Professions médicales
26,10545,GOAL Haiti,Finance Officer,"Management/Gestion, Finance, Comptabilité et Commerce"
27,10546,GOAL Haiti,Logistics Admin/Finance Officer,"Management/Gestion, Finance, Comptabilité et Commerce"
28,10519,Gèrye Jwa/Life is Good Playmakers-Ayiti,Formatrice & Gestionnaire de données,Sciences Humaines et Sociales
29,10461,InnovEd-UniQ,Deputy Project Manager,Sciences de l’Education
30,10464,CEMEX HAITI,Responsable de la Securité Industrielle,Sciences de l’Ingénieur
31,10465,Secteur prive,Responsable de Vente,Marketing
32,10505,Save the Children en Haiti,Sponsor Servicing Communication Officer,Communication et Journalisme
33,10552,J/P HRO,Facilitateur Communautaire,"Architecture, Urbanisme et Aménagement du territoire"
34,10553,J/P HRO,Superviseur de Sites,"Architecture, Urbanisme et Aménagement du territoire"
35,10523,CDS,Médecins en Soins,Santé et Professions médicales
36,10524,CDS,Infirmière en Soins,Santé et Professions médicales
37,10525,CDS,Travailleur Social,Sciences Humaines et Sociales
38,10526,CDS,Disease Reporting Officer (DRO),Sciences Informatiques
39,10506,USAID|Haiti/AVANSE,Monitoring & Evaluation (M&E) Specialist,Sciences Humaines et Sociales
40,10496,Save the Children en Haiti,National Education Coordinator,Sciences de l’Education
41,10497,Save the Children en Haiti,National Health Coordinator,Santé et Professions médicales
42,10498,ACOSME NORD,Comptable/Administrateur,"Management/Gestion, Finance, Comptabilité et Commerce"
43,10499,ACOSME NORD,Conseiller/ère en Ressources Humaines/ Développement Organisationnel,"Management/Gestion, Finance, Comptabilité et Commerce"
44,10500,OHMaSS (PSI-Haïti),Officier de Programmes-Maverick,"Management/Gestion, Finance, Comptabilité et Commerce"
45,10501,PNUD Haiti,Associé (e)  à l'administration ONU FEMMES/Republication,"Management/Gestion, Finance, Comptabilité et Commerce"
46,10520,CFET S.A.,Directeur(rice) des Opérations,"Management/Gestion, Finance, Comptabilité et Commerce"
47,10521,HELP,Consultant-Encadreur pour travaux de fin d’études (CETFE),Sciences de l’Education
48,10491,PNUD Haiti,Mobilisateurs Communautaires ( 2 postes),Sciences Humaines et Sociales
0,10224,PNUD Haiti,Expert thématique en égalité des sexes / Democratic Governance - AGLDT,Sciences Humaines et Sociales
1,10234,Global Communities - (formerly CHF),Ingénieur en Génie Électrique ou Électromécanique,Sciences de l’Ingénieur
2,10225,WeltHungerHilfe (Agro Action Allemande),Agent (e) Administratif (ve),Agriculture – Agroalimentaire
3,10186,ASF,Technicien(ne) Administration et Finance,"Management/Gestion, Finance, Comptabilité et Commerce"
4,10223,PNUD Haiti,Chargé (e) de projet / projet de Logement de Lahaie,"Architecture, Urbanisme et Aménagement du territoire"
5,10226,Croix Rouge Espagnole,Chargé(e) de la Logistique,Transport et Logistique
6,10188,Plan International-Haiti,Logistics Assistant,"Management/Gestion, Finance, Comptabilité et Commerce"
7,10227,Oxfam Intermon - Artibonite,Officer WASH - Gestion Ouvrages,Sciences de l’Ingénieur
8,10212,GOAL Haiti,Grants & Communication Manager,Sciences Humaines et Sociales
9,10208,GOAL Haiti,MEL Officer,Sciences économiques et politiques
10,10209,GOAL Haiti,Logistics Manager,Transport et Logistique
11,10210,GOAL Haiti,Compliance Officer,"Management/Gestion, Finance, Comptabilité et Commerce"
12,10211,GOAL Haiti,Economic Development Technical Advisor,Sciences économiques et politiques
13,10202,Secteur ong,Coordonnateur WASH,Sciences de l’Ingénieur
14,10140,Bright Hope,Operations Manager,"Management/Gestion, Finance, Comptabilité et Commerce"
15,10192,"DAI Global, LLC",Administrative Assistant,Secrétariat
16,10193,"DAI Global, LLC",Procurement Officer,"Management/Gestion, Finance, Comptabilité et Commerce"
17,10194,"DAI Global, LLC",Event and Logistics Coordinator,"Management/Gestion, Finance, Comptabilité et Commerce"
18,10195,"DAI Global, LLC",Haiti HIS eHealth Advisor,Santé et Professions médicales
19,10231,PNUD Haiti,Chef de Projet Appui a la Préparation et a la Gestion des Désastres en Haiti,Environnement et Sciences de la Terre
20,10199,Living Water International,Program Coordinator (Op. Cat 3),"Management/Gestion, Finance, Comptabilité et Commerce"
21,10200,Living Water International,CM&GP Coordinator (Op. Cat 3),Sciences Humaines et Sociales
22,10201,Living Water International,"Monitoring, Evaluation and Learning (MEL) Officer",Sciences économiques et politiques
23,10214,OHMaSS (PSI-Haïti),Coordonnateur Approvisionnement et Contrats,"Management/Gestion, Finance, Comptabilité et Commerce"
24,10185,OHMaSS (PSI-Haïti),Photographie,"Arts, Culture, Design et mode"
25,10206,Solidarites International,Responsable Programme EHA,"Management/Gestion, Finance, Comptabilité et Commerce"
26,10198,Solidarites International,Adjoint Coordinateur des Programmes,"Management/Gestion, Finance, Comptabilité et Commerce"
27,10203,Save the Children en Haiti,Ingénieur en Construction et en Réhabilitation d'écoles,Sciences de l’Ingénieur
28,10184,Olive Tree Projects,In-Country Director,"Management/Gestion, Finance, Comptabilité et Commerce"
29,10168,University of Florida,Evaluateurs (niveau maîtrise),Agriculture – Agroalimentaire
30,10191,Secteur ong,Coordonnateur/trice Filières,"Management/Gestion, Finance, Comptabilité et Commerce"
31,10205,Oxfam Intermon - Artibonite,Assistant Fin RH,"Management/Gestion, Finance, Comptabilité et Commerce"
32,10207,GHSC-PSM,Regional Supply Chain Monitor (RSCM) Nord-Est,Santé et Professions médicales
33,10190,Mercy Corps Haiti,"Coordonnateur de programme, Programme Ann Viv Ansanm","Management/Gestion, Finance, Comptabilité et Commerce"
34,10196,CDS,Infirmière Spécialiste en Sante Communautaire,Santé et Professions médicales
35,10197,CDS,Infirmière de Ligne,Santé et Professions médicales
36,10179,Initiative Développement,Responsable Terrain programme Santé,Santé et Professions médicales
37,10169,OHMaSS (PSI-Haïti),Secrétaire-Receptionniste (Suppléante),Secrétariat
38,10189,Mercy Corps Haiti,Formateur(rice) communautaire - Ann Viv Ansamn,"Management/Gestion, Finance, Comptabilité et Commerce"
39,10131,CARE Haiti,Chef de Projet “Urbayiti: Vil nou pi bel”,"Architecture, Urbanisme et Aménagement du territoire"
40,10187,Plan International-Haiti,Logistics Coordinator/Maternity Cover,"Management/Gestion, Finance, Comptabilité et Commerce"
41,10182,Concern Worldwide Haiti,Stagiaire en Suivi et Evaluation,Sciences Humaines et Sociales
42,10171,Save the Children en Haiti,Officier Finance,"Management/Gestion, Finance, Comptabilité et Commerce"
43,10173,Save the Children en Haiti,Basic Education Senior Officer,Sciences de l’Education
44,10158,OHMaSS (PSI-Haïti),Officier Assurance Qualité (Profil Gestion Management),"Management/Gestion, Finance, Comptabilité et Commerce"
45,10159,OHMaSS (PSI-Haïti),Officier Assurance Qualité (profil santé),Santé et Professions médicales
46,10160,OHMaSS (PSI-Haïti),Officier Assurance Qualité (Profil Statistique/Informatique),Sciences économiques et politiques
47,10176,Oxfam Intermon - Artibonite,Assistant(e) Genre - EFH,Sciences Humaines et Sociales
48,10167,Secteur international,Technicien/Technicienne Agricole-Animateur/Animatrice de Champ école paysan (CEP),Agriculture – Agroalimentaire
0,9845,Secteur prive,Category Manager,Marketing
1,9962,Secteur prive,Représentant Commercial,Marketing
2,10116,CARE Haiti,Knowledge Management & Learning Advisor,Sciences économiques et politiques
