,id_,institution,post,domaine
582,12090,Plan International-Haiti,Grants Management Coordinator-Maternity Cover,"Management/Gestion, Finance, Comptabilité et Commerce"
583,12087,Global Communities - (formerly CHF),Comptable Senior,"Management/Gestion, Finance, Comptabilité et Commerce"
584,12066,Concern Worldwide Haiti,Agent de terrain,Sciences économiques et politiques
585,12067,Concern Worldwide Haiti,Chargé (e) de Programme Nutrition,Sciences Humaines et Sociales
586,12069,Concern Worldwide Haiti,Chargé (e) de Programme Marchés,Sciences Humaines et Sociales
587,12070,Concern Worldwide Haiti,Chargé (e) de Programme Sécurité Alimentaire et Moyens d’Existence (SAME),Sciences Humaines et Sociales
588,12119,Solidarites International,Responsable Programme EHA (Port-au-Prince),"Management/Gestion, Finance, Comptabilité et Commerce"
589,12129,Concern Worldwide Haiti,Chargé de Programme Transfert Monétaire,Sciences Humaines et Sociales
590,12127,MDM Canada,Responsable Logistique et Sécurité,Transport et Logistique
591,12135,Plan International-Haiti,M&E Assistant,"Management/Gestion, Finance, Comptabilité et Commerce"
592,12123,MSH,Assistante Administrative,Secrétariat
593,12124,MSH,Comptable,"Management/Gestion, Finance, Comptabilité et Commerce"
594,12120,MSH,Health and Community Engagement Specialist (Full-Time Consutant),Santé et Professions médicales
595,12085,Secteur prive,Gestionnaire de Stock,"Management/Gestion, Finance, Comptabilité et Commerce"
596,12118,Caris Foundation International,HIV Technical Lead,Santé et Professions médicales
597,12128,FONKOZE,Koòdinatè AKSYON pou pwodiksyon riral,Agriculture – Agroalimentaire
598,12114,Caris Foundation International,Digital Media Specialist,Communication et Journalisme
599,12101,MDM Canada,Coordonnateur Technique,"Management/Gestion, Finance, Comptabilité et Commerce"
600,12121,Habitat pour l'humanite Haiti,Lead Infrastructure Retrofit and Coordinator,"Architecture, Urbanisme et Aménagement du territoire"
601,12115,Caris Foundation International,Child Health Regional Technical Lead,Santé et Professions médicales
602,12116,Caris Foundation International,Maternal Health Regional Technical Lead,Santé et Professions médicales
603,12105,GOAL Haiti,Resilience Partnership and Learning Manager,Environnement et Sciences de la Terre
604,12106,GOAL Haiti,Infrastructures Manager,Sciences de l’Ingénieur
605,12107,PPSELD,Administrative Advisor,"Management/Gestion, Finance, Comptabilité et Commerce"
606,12103,PNUD Haiti,Assistant (e) Administratif (ve)/RCO,Secrétariat
607,12080,Secteur prive,Assistant Comptable Analytique,"Management/Gestion, Finance, Comptabilité et Commerce"
608,12077,Secteur ong,Software Developer,- - Non-defini - -
609,12117,Plan International-Haiti,Nutrition Officer,Santé et Professions médicales
610,12109,FEJ,Coordonnateur (trice),Sciences de l’Education
611,12110,FEJ,Ingénieur en batiment,"Architecture, Urbanisme et Aménagement du territoire"
612,12108,Expertise France,Inspecteurs en bâtiments (H/F),"Architecture, Urbanisme et Aménagement du territoire"
613,12091,HAS,Pharmacien/ne,Santé et Professions médicales
614,12111,Habitat pour l'humanite Haiti,Ingenieur de Terrain,"Architecture, Urbanisme et Aménagement du territoire"
615,12112,Habitat pour l'humanite Haiti,Mobilisateur Communautaire,Sciences Humaines et Sociales
616,12086,Plan International-Haiti,Country Finance Manager,"Management/Gestion, Finance, Comptabilité et Commerce"
617,12054,Secteur prive,Brand Manager,Marketing
618,12102,CCM HAITI,Assistante Administrative,"Management/Gestion, Finance, Comptabilité et Commerce"
619,12097,UTE/MEF,Consultant individuel,Sciences de l’Ingénieur
620,12088,Netherlands Red Cross,Agronome Terrain,Agriculture – Agroalimentaire
621,12089,Save the Children en Haiti,Coordonateur (trice) du Programme d’Urgence dans le Sud et la Grand’Anse,"Management/Gestion, Finance, Comptabilité et Commerce"
622,12082,WeltHungerHilfe (Agro Action Allemande),Agent Administratif,"Management/Gestion, Finance, Comptabilité et Commerce"
623,12083,WeltHungerHilfe (Agro Action Allemande),Coordonnateur de terrain,Agriculture – Agroalimentaire
624,12099,Fondation Serovie,Développeur de site web et d'application mobile,Sciences Informatiques
625,12098,Secteur prive,Directrice Exécutive,"Management/Gestion, Finance, Comptabilité et Commerce"
626,12093,FHI/Humanité & Inclusion_ HI,Agent de liaison sécurité,Sécurité
627,12040,Secteur prive,Responsable Contrôle Interne,"Management/Gestion, Finance, Comptabilité et Commerce"
628,12078,UTE/MEF,"Officier de Communication du Service Environnement, Santé, Sureté et Social (ESSS) du Parc Industrie",Communication et Journalisme
629,12075,NGO RH,Conseiller(e) en Planification familiale,Santé et Professions médicales
630,12037,Secteur ong,Monitoring & Evaluation officer,- - Non-defini - -
631,12090,Plan International-Haiti,Grants Management Coordinator-Maternity Cover,"Management/Gestion, Finance, Comptabilité et Commerce"
632,12087,Global Communities - (formerly CHF),Comptable Senior,"Management/Gestion, Finance, Comptabilité et Commerce"
633,12066,Concern Worldwide Haiti,Agent de terrain,Sciences économiques et politiques
634,12067,Concern Worldwide Haiti,Chargé (e) de Programme Nutrition,Sciences Humaines et Sociales
635,12069,Concern Worldwide Haiti,Chargé (e) de Programme Marchés,Sciences Humaines et Sociales
636,12070,Concern Worldwide Haiti,Chargé (e) de Programme Sécurité Alimentaire et Moyens d’Existence (SAME),Sciences Humaines et Sociales
637,12119,Solidarites International,Responsable Programme EHA (Port-au-Prince),"Management/Gestion, Finance, Comptabilité et Commerce"
638,12129,Concern Worldwide Haiti,Chargé de Programme Transfert Monétaire,Sciences Humaines et Sociales
639,12127,MDM Canada,Responsable Logistique et Sécurité,Transport et Logistique
640,12135,Plan International-Haiti,M&E Assistant,"Management/Gestion, Finance, Comptabilité et Commerce"
641,12123,MSH,Assistante Administrative,Secrétariat
642,12124,MSH,Comptable,"Management/Gestion, Finance, Comptabilité et Commerce"
643,12120,MSH,Health and Community Engagement Specialist (Full-Time Consutant),Santé et Professions médicales
644,12085,Secteur prive,Gestionnaire de Stock,"Management/Gestion, Finance, Comptabilité et Commerce"
645,12118,Caris Foundation International,HIV Technical Lead,Santé et Professions médicales
646,12128,FONKOZE,Koòdinatè AKSYON pou pwodiksyon riral,Agriculture – Agroalimentaire
647,12114,Caris Foundation International,Digital Media Specialist,Communication et Journalisme
648,12101,MDM Canada,Coordonnateur Technique,"Management/Gestion, Finance, Comptabilité et Commerce"
649,12121,Habitat pour l'humanite Haiti,Lead Infrastructure Retrofit and Coordinator,"Architecture, Urbanisme et Aménagement du territoire"
650,12115,Caris Foundation International,Child Health Regional Technical Lead,Santé et Professions médicales
651,12116,Caris Foundation International,Maternal Health Regional Technical Lead,Santé et Professions médicales
652,12105,GOAL Haiti,Resilience Partnership and Learning Manager,Environnement et Sciences de la Terre
653,12106,GOAL Haiti,Infrastructures Manager,Sciences de l’Ingénieur
654,12107,PPSELD,Administrative Advisor,"Management/Gestion, Finance, Comptabilité et Commerce"
655,12103,PNUD Haiti,Assistant (e) Administratif (ve)/RCO,Secrétariat
656,12080,Secteur prive,Assistant Comptable Analytique,"Management/Gestion, Finance, Comptabilité et Commerce"
657,12077,Secteur ong,Software Developer,- - Non-defini - -
658,12117,Plan International-Haiti,Nutrition Officer,Santé et Professions médicales
659,12109,FEJ,Coordonnateur (trice),Sciences de l’Education
660,12110,FEJ,Ingénieur en batiment,"Architecture, Urbanisme et Aménagement du territoire"
661,12108,Expertise France,Inspecteurs en bâtiments (H/F),"Architecture, Urbanisme et Aménagement du territoire"
662,12091,HAS,Pharmacien/ne,Santé et Professions médicales
663,12111,Habitat pour l'humanite Haiti,Ingenieur de Terrain,"Architecture, Urbanisme et Aménagement du territoire"
664,12112,Habitat pour l'humanite Haiti,Mobilisateur Communautaire,Sciences Humaines et Sociales
665,12086,Plan International-Haiti,Country Finance Manager,"Management/Gestion, Finance, Comptabilité et Commerce"
666,12054,Secteur prive,Brand Manager,Marketing
667,12102,CCM HAITI,Assistante Administrative,"Management/Gestion, Finance, Comptabilité et Commerce"
668,12097,UTE/MEF,Consultant individuel,Sciences de l’Ingénieur
669,12088,Netherlands Red Cross,Agronome Terrain,Agriculture – Agroalimentaire
670,12089,Save the Children en Haiti,Coordonateur (trice) du Programme d’Urgence dans le Sud et la Grand’Anse,"Management/Gestion, Finance, Comptabilité et Commerce"
671,12082,WeltHungerHilfe (Agro Action Allemande),Agent Administratif,"Management/Gestion, Finance, Comptabilité et Commerce"
672,12083,WeltHungerHilfe (Agro Action Allemande),Coordonnateur de terrain,Agriculture – Agroalimentaire
673,12099,Fondation Serovie,Développeur de site web et d'application mobile,Sciences Informatiques
674,12098,Secteur prive,Directrice Exécutive,"Management/Gestion, Finance, Comptabilité et Commerce"
675,12093,FHI/Humanité & Inclusion_ HI,Agent de liaison sécurité,Sécurité
676,12040,Secteur prive,Responsable Contrôle Interne,"Management/Gestion, Finance, Comptabilité et Commerce"
677,12078,UTE/MEF,"Officier de Communication du Service Environnement, Santé, Sureté et Social (ESSS) du Parc Industrie",Communication et Journalisme
678,12075,NGO RH,Conseiller(e) en Planification familiale,Santé et Professions médicales
679,12037,Secteur ong,Monitoring & Evaluation officer,- - Non-defini - -
680,12090,Plan International-Haiti,Grants Management Coordinator-Maternity Cover,"Management/Gestion, Finance, Comptabilité et Commerce"
681,12087,Global Communities - (formerly CHF),Comptable Senior,"Management/Gestion, Finance, Comptabilité et Commerce"
682,12066,Concern Worldwide Haiti,Agent de terrain,Sciences économiques et politiques
683,12067,Concern Worldwide Haiti,Chargé (e) de Programme Nutrition,Sciences Humaines et Sociales
684,12069,Concern Worldwide Haiti,Chargé (e) de Programme Marchés,Sciences Humaines et Sociales
685,12070,Concern Worldwide Haiti,Chargé (e) de Programme Sécurité Alimentaire et Moyens d’Existence (SAME),Sciences Humaines et Sociales
686,12119,Solidarites International,Responsable Programme EHA (Port-au-Prince),"Management/Gestion, Finance, Comptabilité et Commerce"
687,12129,Concern Worldwide Haiti,Chargé de Programme Transfert Monétaire,Sciences Humaines et Sociales
688,12127,MDM Canada,Responsable Logistique et Sécurité,Transport et Logistique
689,12135,Plan International-Haiti,M&E Assistant,"Management/Gestion, Finance, Comptabilité et Commerce"
690,12123,MSH,Assistante Administrative,Secrétariat
691,12124,MSH,Comptable,"Management/Gestion, Finance, Comptabilité et Commerce"
692,12120,MSH,Health and Community Engagement Specialist (Full-Time Consutant),Santé et Professions médicales
693,12085,Secteur prive,Gestionnaire de Stock,"Management/Gestion, Finance, Comptabilité et Commerce"
694,12118,Caris Foundation International,HIV Technical Lead,Santé et Professions médicales
695,12128,FONKOZE,Koòdinatè AKSYON pou pwodiksyon riral,Agriculture – Agroalimentaire
696,12114,Caris Foundation International,Digital Media Specialist,Communication et Journalisme
697,12101,MDM Canada,Coordonnateur Technique,"Management/Gestion, Finance, Comptabilité et Commerce"
698,12121,Habitat pour l'humanite Haiti,Lead Infrastructure Retrofit and Coordinator,"Architecture, Urbanisme et Aménagement du territoire"
699,12115,Caris Foundation International,Child Health Regional Technical Lead,Santé et Professions médicales
700,12116,Caris Foundation International,Maternal Health Regional Technical Lead,Santé et Professions médicales
701,12105,GOAL Haiti,Resilience Partnership and Learning Manager,Environnement et Sciences de la Terre
702,12106,GOAL Haiti,Infrastructures Manager,Sciences de l’Ingénieur
703,12107,PPSELD,Administrative Advisor,"Management/Gestion, Finance, Comptabilité et Commerce"
704,12103,PNUD Haiti,Assistant (e) Administratif (ve)/RCO,Secrétariat
705,12080,Secteur prive,Assistant Comptable Analytique,"Management/Gestion, Finance, Comptabilité et Commerce"
706,12077,Secteur ong,Software Developer,- - Non-defini - -
707,12117,Plan International-Haiti,Nutrition Officer,Santé et Professions médicales
708,12109,FEJ,Coordonnateur (trice),Sciences de l’Education
709,12110,FEJ,Ingénieur en batiment,"Architecture, Urbanisme et Aménagement du territoire"
710,12108,Expertise France,Inspecteurs en bâtiments (H/F),"Architecture, Urbanisme et Aménagement du territoire"
711,12091,HAS,Pharmacien/ne,Santé et Professions médicales
712,12111,Habitat pour l'humanite Haiti,Ingenieur de Terrain,"Architecture, Urbanisme et Aménagement du territoire"
713,12112,Habitat pour l'humanite Haiti,Mobilisateur Communautaire,Sciences Humaines et Sociales
714,12086,Plan International-Haiti,Country Finance Manager,"Management/Gestion, Finance, Comptabilité et Commerce"
715,12054,Secteur prive,Brand Manager,Marketing
716,12102,CCM HAITI,Assistante Administrative,"Management/Gestion, Finance, Comptabilité et Commerce"
717,12097,UTE/MEF,Consultant individuel,Sciences de l’Ingénieur
718,12088,Netherlands Red Cross,Agronome Terrain,Agriculture – Agroalimentaire
719,12089,Save the Children en Haiti,Coordonateur (trice) du Programme d’Urgence dans le Sud et la Grand’Anse,"Management/Gestion, Finance, Comptabilité et Commerce"
720,12082,WeltHungerHilfe (Agro Action Allemande),Agent Administratif,"Management/Gestion, Finance, Comptabilité et Commerce"
721,12083,WeltHungerHilfe (Agro Action Allemande),Coordonnateur de terrain,Agriculture – Agroalimentaire
722,12099,Fondation Serovie,Développeur de site web et d'application mobile,Sciences Informatiques
723,12098,Secteur prive,Directrice Exécutive,"Management/Gestion, Finance, Comptabilité et Commerce"
724,12093,FHI/Humanité & Inclusion_ HI,Agent de liaison sécurité,Sécurité
725,12040,Secteur prive,Responsable Contrôle Interne,"Management/Gestion, Finance, Comptabilité et Commerce"
726,12078,UTE/MEF,"Officier de Communication du Service Environnement, Santé, Sureté et Social (ESSS) du Parc Industrie",Communication et Journalisme
727,12075,NGO RH,Conseiller(e) en Planification familiale,Santé et Professions médicales
728,12037,Secteur ong,Monitoring & Evaluation officer,- - Non-defini - -
729,12090,Plan International-Haiti,Grants Management Coordinator-Maternity Cover,"Management/Gestion, Finance, Comptabilité et Commerce"
730,12087,Global Communities - (formerly CHF),Comptable Senior,"Management/Gestion, Finance, Comptabilité et Commerce"
731,12066,Concern Worldwide Haiti,Agent de terrain,Sciences économiques et politiques
732,12067,Concern Worldwide Haiti,Chargé (e) de Programme Nutrition,Sciences Humaines et Sociales
733,12069,Concern Worldwide Haiti,Chargé (e) de Programme Marchés,Sciences Humaines et Sociales
734,12070,Concern Worldwide Haiti,Chargé (e) de Programme Sécurité Alimentaire et Moyens d’Existence (SAME),Sciences Humaines et Sociales
735,12119,Solidarites International,Responsable Programme EHA (Port-au-Prince),"Management/Gestion, Finance, Comptabilité et Commerce"
736,12129,Concern Worldwide Haiti,Chargé de Programme Transfert Monétaire,Sciences Humaines et Sociales
737,12127,MDM Canada,Responsable Logistique et Sécurité,Transport et Logistique
738,12135,Plan International-Haiti,M&E Assistant,"Management/Gestion, Finance, Comptabilité et Commerce"
739,12123,MSH,Assistante Administrative,Secrétariat
740,12124,MSH,Comptable,"Management/Gestion, Finance, Comptabilité et Commerce"
741,12120,MSH,Health and Community Engagement Specialist (Full-Time Consutant),Santé et Professions médicales
742,12085,Secteur prive,Gestionnaire de Stock,"Management/Gestion, Finance, Comptabilité et Commerce"
743,12118,Caris Foundation International,HIV Technical Lead,Santé et Professions médicales
744,12128,FONKOZE,Koòdinatè AKSYON pou pwodiksyon riral,Agriculture – Agroalimentaire
745,12114,Caris Foundation International,Digital Media Specialist,Communication et Journalisme
746,12101,MDM Canada,Coordonnateur Technique,"Management/Gestion, Finance, Comptabilité et Commerce"
747,12121,Habitat pour l'humanite Haiti,Lead Infrastructure Retrofit and Coordinator,"Architecture, Urbanisme et Aménagement du territoire"
748,12115,Caris Foundation International,Child Health Regional Technical Lead,Santé et Professions médicales
749,12116,Caris Foundation International,Maternal Health Regional Technical Lead,Santé et Professions médicales
750,12105,GOAL Haiti,Resilience Partnership and Learning Manager,Environnement et Sciences de la Terre
751,12106,GOAL Haiti,Infrastructures Manager,Sciences de l’Ingénieur
752,12107,PPSELD,Administrative Advisor,"Management/Gestion, Finance, Comptabilité et Commerce"
753,12103,PNUD Haiti,Assistant (e) Administratif (ve)/RCO,Secrétariat
754,12080,Secteur prive,Assistant Comptable Analytique,"Management/Gestion, Finance, Comptabilité et Commerce"
755,12077,Secteur ong,Software Developer,- - Non-defini - -
756,12117,Plan International-Haiti,Nutrition Officer,Santé et Professions médicales
757,12109,FEJ,Coordonnateur (trice),Sciences de l’Education
758,12110,FEJ,Ingénieur en batiment,"Architecture, Urbanisme et Aménagement du territoire"
759,12108,Expertise France,Inspecteurs en bâtiments (H/F),"Architecture, Urbanisme et Aménagement du territoire"
760,12091,HAS,Pharmacien/ne,Santé et Professions médicales
761,12111,Habitat pour l'humanite Haiti,Ingenieur de Terrain,"Architecture, Urbanisme et Aménagement du territoire"
762,12112,Habitat pour l'humanite Haiti,Mobilisateur Communautaire,Sciences Humaines et Sociales
763,12086,Plan International-Haiti,Country Finance Manager,"Management/Gestion, Finance, Comptabilité et Commerce"
764,12054,Secteur prive,Brand Manager,Marketing
765,12102,CCM HAITI,Assistante Administrative,"Management/Gestion, Finance, Comptabilité et Commerce"
766,12097,UTE/MEF,Consultant individuel,Sciences de l’Ingénieur
767,12088,Netherlands Red Cross,Agronome Terrain,Agriculture – Agroalimentaire
768,12089,Save the Children en Haiti,Coordonateur (trice) du Programme d’Urgence dans le Sud et la Grand’Anse,"Management/Gestion, Finance, Comptabilité et Commerce"
769,12082,WeltHungerHilfe (Agro Action Allemande),Agent Administratif,"Management/Gestion, Finance, Comptabilité et Commerce"
770,12083,WeltHungerHilfe (Agro Action Allemande),Coordonnateur de terrain,Agriculture – Agroalimentaire
771,12099,Fondation Serovie,Développeur de site web et d'application mobile,Sciences Informatiques
772,12098,Secteur prive,Directrice Exécutive,"Management/Gestion, Finance, Comptabilité et Commerce"
773,12093,FHI/Humanité & Inclusion_ HI,Agent de liaison sécurité,Sécurité
774,12040,Secteur prive,Responsable Contrôle Interne,"Management/Gestion, Finance, Comptabilité et Commerce"
775,12078,UTE/MEF,"Officier de Communication du Service Environnement, Santé, Sureté et Social (ESSS) du Parc Industrie",Communication et Journalisme
776,12075,NGO RH,Conseiller(e) en Planification familiale,Santé et Professions médicales
777,12037,Secteur ong,Monitoring & Evaluation officer,- - Non-defini - -
778,12090,Plan International-Haiti,Grants Management Coordinator-Maternity Cover,"Management/Gestion, Finance, Comptabilité et Commerce"
779,12087,Global Communities - (formerly CHF),Comptable Senior,"Management/Gestion, Finance, Comptabilité et Commerce"
780,12066,Concern Worldwide Haiti,Agent de terrain,Sciences économiques et politiques
781,12067,Concern Worldwide Haiti,Chargé (e) de Programme Nutrition,Sciences Humaines et Sociales
782,12069,Concern Worldwide Haiti,Chargé (e) de Programme Marchés,Sciences Humaines et Sociales
783,12070,Concern Worldwide Haiti,Chargé (e) de Programme Sécurité Alimentaire et Moyens d’Existence (SAME),Sciences Humaines et Sociales
784,12119,Solidarites International,Responsable Programme EHA (Port-au-Prince),"Management/Gestion, Finance, Comptabilité et Commerce"
785,12129,Concern Worldwide Haiti,Chargé de Programme Transfert Monétaire,Sciences Humaines et Sociales
786,12127,MDM Canada,Responsable Logistique et Sécurité,Transport et Logistique
787,12135,Plan International-Haiti,M&E Assistant,"Management/Gestion, Finance, Comptabilité et Commerce"
788,12123,MSH,Assistante Administrative,Secrétariat
789,12124,MSH,Comptable,"Management/Gestion, Finance, Comptabilité et Commerce"
790,12120,MSH,Health and Community Engagement Specialist (Full-Time Consutant),Santé et Professions médicales
791,12085,Secteur prive,Gestionnaire de Stock,"Management/Gestion, Finance, Comptabilité et Commerce"
792,12118,Caris Foundation International,HIV Technical Lead,Santé et Professions médicales
793,12128,FONKOZE,Koòdinatè AKSYON pou pwodiksyon riral,Agriculture – Agroalimentaire
794,12114,Caris Foundation International,Digital Media Specialist,Communication et Journalisme
795,12101,MDM Canada,Coordonnateur Technique,"Management/Gestion, Finance, Comptabilité et Commerce"
796,12121,Habitat pour l'humanite Haiti,Lead Infrastructure Retrofit and Coordinator,"Architecture, Urbanisme et Aménagement du territoire"
797,12115,Caris Foundation International,Child Health Regional Technical Lead,Santé et Professions médicales
798,12116,Caris Foundation International,Maternal Health Regional Technical Lead,Santé et Professions médicales
799,12105,GOAL Haiti,Resilience Partnership and Learning Manager,Environnement et Sciences de la Terre
800,12106,GOAL Haiti,Infrastructures Manager,Sciences de l’Ingénieur
801,12107,PPSELD,Administrative Advisor,"Management/Gestion, Finance, Comptabilité et Commerce"
802,12103,PNUD Haiti,Assistant (e) Administratif (ve)/RCO,Secrétariat
803,12080,Secteur prive,Assistant Comptable Analytique,"Management/Gestion, Finance, Comptabilité et Commerce"
804,12077,Secteur ong,Software Developer,- - Non-defini - -
805,12117,Plan International-Haiti,Nutrition Officer,Santé et Professions médicales
806,12109,FEJ,Coordonnateur (trice),Sciences de l’Education
807,12110,FEJ,Ingénieur en batiment,"Architecture, Urbanisme et Aménagement du territoire"
808,12108,Expertise France,Inspecteurs en bâtiments (H/F),"Architecture, Urbanisme et Aménagement du territoire"
809,12091,HAS,Pharmacien/ne,Santé et Professions médicales
810,12111,Habitat pour l'humanite Haiti,Ingenieur de Terrain,"Architecture, Urbanisme et Aménagement du territoire"
811,12112,Habitat pour l'humanite Haiti,Mobilisateur Communautaire,Sciences Humaines et Sociales
812,12086,Plan International-Haiti,Country Finance Manager,"Management/Gestion, Finance, Comptabilité et Commerce"
813,12054,Secteur prive,Brand Manager,Marketing
814,12102,CCM HAITI,Assistante Administrative,"Management/Gestion, Finance, Comptabilité et Commerce"
815,12097,UTE/MEF,Consultant individuel,Sciences de l’Ingénieur
816,12088,Netherlands Red Cross,Agronome Terrain,Agriculture – Agroalimentaire
817,12089,Save the Children en Haiti,Coordonateur (trice) du Programme d’Urgence dans le Sud et la Grand’Anse,"Management/Gestion, Finance, Comptabilité et Commerce"
818,12082,WeltHungerHilfe (Agro Action Allemande),Agent Administratif,"Management/Gestion, Finance, Comptabilité et Commerce"
819,12083,WeltHungerHilfe (Agro Action Allemande),Coordonnateur de terrain,Agriculture – Agroalimentaire
820,12099,Fondation Serovie,Développeur de site web et d'application mobile,Sciences Informatiques
821,12098,Secteur prive,Directrice Exécutive,"Management/Gestion, Finance, Comptabilité et Commerce"
822,12093,FHI/Humanité & Inclusion_ HI,Agent de liaison sécurité,Sécurité
823,12040,Secteur prive,Responsable Contrôle Interne,"Management/Gestion, Finance, Comptabilité et Commerce"
824,12078,UTE/MEF,"Officier de Communication du Service Environnement, Santé, Sureté et Social (ESSS) du Parc Industrie",Communication et Journalisme
825,12075,NGO RH,Conseiller(e) en Planification familiale,Santé et Professions médicales
826,12037,Secteur ong,Monitoring & Evaluation officer,- - Non-defini - -
827,12090,Plan International-Haiti,Grants Management Coordinator-Maternity Cover,"Management/Gestion, Finance, Comptabilité et Commerce"
828,12087,Global Communities - (formerly CHF),Comptable Senior,"Management/Gestion, Finance, Comptabilité et Commerce"
829,12066,Concern Worldwide Haiti,Agent de terrain,Sciences économiques et politiques
830,12067,Concern Worldwide Haiti,Chargé (e) de Programme Nutrition,Sciences Humaines et Sociales
831,12069,Concern Worldwide Haiti,Chargé (e) de Programme Marchés,Sciences Humaines et Sociales
832,12070,Concern Worldwide Haiti,Chargé (e) de Programme Sécurité Alimentaire et Moyens d’Existence (SAME),Sciences Humaines et Sociales
833,12119,Solidarites International,Responsable Programme EHA (Port-au-Prince),"Management/Gestion, Finance, Comptabilité et Commerce"
834,12129,Concern Worldwide Haiti,Chargé de Programme Transfert Monétaire,Sciences Humaines et Sociales
835,12127,MDM Canada,Responsable Logistique et Sécurité,Transport et Logistique
836,12135,Plan International-Haiti,M&E Assistant,"Management/Gestion, Finance, Comptabilité et Commerce"
837,12123,MSH,Assistante Administrative,Secrétariat
838,12124,MSH,Comptable,"Management/Gestion, Finance, Comptabilité et Commerce"
839,12120,MSH,Health and Community Engagement Specialist (Full-Time Consutant),Santé et Professions médicales
840,12085,Secteur prive,Gestionnaire de Stock,"Management/Gestion, Finance, Comptabilité et Commerce"
841,12118,Caris Foundation International,HIV Technical Lead,Santé et Professions médicales
842,12128,FONKOZE,Koòdinatè AKSYON pou pwodiksyon riral,Agriculture – Agroalimentaire
843,12114,Caris Foundation International,Digital Media Specialist,Communication et Journalisme
844,12101,MDM Canada,Coordonnateur Technique,"Management/Gestion, Finance, Comptabilité et Commerce"
845,12121,Habitat pour l'humanite Haiti,Lead Infrastructure Retrofit and Coordinator,"Architecture, Urbanisme et Aménagement du territoire"
846,12115,Caris Foundation International,Child Health Regional Technical Lead,Santé et Professions médicales
847,12116,Caris Foundation International,Maternal Health Regional Technical Lead,Santé et Professions médicales
848,12105,GOAL Haiti,Resilience Partnership and Learning Manager,Environnement et Sciences de la Terre
849,12106,GOAL Haiti,Infrastructures Manager,Sciences de l’Ingénieur
850,12107,PPSELD,Administrative Advisor,"Management/Gestion, Finance, Comptabilité et Commerce"
851,12103,PNUD Haiti,Assistant (e) Administratif (ve)/RCO,Secrétariat
852,12080,Secteur prive,Assistant Comptable Analytique,"Management/Gestion, Finance, Comptabilité et Commerce"
853,12077,Secteur ong,Software Developer,- - Non-defini - -
854,12117,Plan International-Haiti,Nutrition Officer,Santé et Professions médicales
855,12109,FEJ,Coordonnateur (trice),Sciences de l’Education
856,12110,FEJ,Ingénieur en batiment,"Architecture, Urbanisme et Aménagement du territoire"
857,12108,Expertise France,Inspecteurs en bâtiments (H/F),"Architecture, Urbanisme et Aménagement du territoire"
858,12091,HAS,Pharmacien/ne,Santé et Professions médicales
859,12111,Habitat pour l'humanite Haiti,Ingenieur de Terrain,"Architecture, Urbanisme et Aménagement du territoire"
860,12112,Habitat pour l'humanite Haiti,Mobilisateur Communautaire,Sciences Humaines et Sociales
861,12086,Plan International-Haiti,Country Finance Manager,"Management/Gestion, Finance, Comptabilité et Commerce"
862,12054,Secteur prive,Brand Manager,Marketing
863,12102,CCM HAITI,Assistante Administrative,"Management/Gestion, Finance, Comptabilité et Commerce"
864,12097,UTE/MEF,Consultant individuel,Sciences de l’Ingénieur
865,12088,Netherlands Red Cross,Agronome Terrain,Agriculture – Agroalimentaire
866,12089,Save the Children en Haiti,Coordonateur (trice) du Programme d’Urgence dans le Sud et la Grand’Anse,"Management/Gestion, Finance, Comptabilité et Commerce"
867,12082,WeltHungerHilfe (Agro Action Allemande),Agent Administratif,"Management/Gestion, Finance, Comptabilité et Commerce"
868,12083,WeltHungerHilfe (Agro Action Allemande),Coordonnateur de terrain,Agriculture – Agroalimentaire
869,12099,Fondation Serovie,Développeur de site web et d'application mobile,Sciences Informatiques
870,12098,Secteur prive,Directrice Exécutive,"Management/Gestion, Finance, Comptabilité et Commerce"
871,12093,FHI/Humanité & Inclusion_ HI,Agent de liaison sécurité,Sécurité
872,12040,Secteur prive,Responsable Contrôle Interne,"Management/Gestion, Finance, Comptabilité et Commerce"
873,12078,UTE/MEF,"Officier de Communication du Service Environnement, Santé, Sureté et Social (ESSS) du Parc Industrie",Communication et Journalisme
874,12075,NGO RH,Conseiller(e) en Planification familiale,Santé et Professions médicales
875,12037,Secteur ong,Monitoring & Evaluation officer,- - Non-defini - -
876,12090,Plan International-Haiti,Grants Management Coordinator-Maternity Cover,"Management/Gestion, Finance, Comptabilité et Commerce"
877,12087,Global Communities - (formerly CHF),Comptable Senior,"Management/Gestion, Finance, Comptabilité et Commerce"
878,12066,Concern Worldwide Haiti,Agent de terrain,Sciences économiques et politiques
879,12067,Concern Worldwide Haiti,Chargé (e) de Programme Nutrition,Sciences Humaines et Sociales
880,12069,Concern Worldwide Haiti,Chargé (e) de Programme Marchés,Sciences Humaines et Sociales
881,12070,Concern Worldwide Haiti,Chargé (e) de Programme Sécurité Alimentaire et Moyens d’Existence (SAME),Sciences Humaines et Sociales
882,12119,Solidarites International,Responsable Programme EHA (Port-au-Prince),"Management/Gestion, Finance, Comptabilité et Commerce"
883,12129,Concern Worldwide Haiti,Chargé de Programme Transfert Monétaire,Sciences Humaines et Sociales
884,12127,MDM Canada,Responsable Logistique et Sécurité,Transport et Logistique
885,12135,Plan International-Haiti,M&E Assistant,"Management/Gestion, Finance, Comptabilité et Commerce"
886,12123,MSH,Assistante Administrative,Secrétariat
